"No.","Time","Source","Destination","Protocol","Length","Info"
"366","2023-03-09 22:10:00.864592481","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"367","2023-03-09 22:10:00.912182579","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"368","2023-03-09 22:10:00.952748416","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"369","2023-03-09 22:10:00.996800787","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"370","2023-03-09 22:10:01.032321732","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"371","2023-03-09 22:10:01.068646891","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"372","2023-03-09 22:10:01.107937280","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"373","2023-03-09 22:10:01.145496038","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"374","2023-03-09 22:10:01.176870340","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"375","2023-03-09 22:10:01.208180497","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"376","2023-03-09 22:10:01.236297989","192.168.1.101","192.168.1.1","DNS","84","Standard query 0x31b1 A engineering.virginia.edu"
"377","2023-03-09 22:10:01.236669994","192.168.1.101","192.168.1.1","DNS","84","Standard query 0x46b3 AAAA engineering.virginia.edu"
"378","2023-03-09 22:10:01.240810443","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"379","2023-03-09 22:10:01.264514051","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"380","2023-03-09 22:10:01.308397614","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"381","2023-03-09 22:10:01.348419176","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"382","2023-03-09 22:10:01.388582876","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"383","2023-03-09 22:10:01.422343937","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"384","2023-03-09 22:10:01.448543877","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"385","2023-03-09 22:10:01.480248280","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"386","2023-03-09 22:10:01.512708790","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"387","2023-03-09 22:10:01.545982169","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"388","2023-03-09 22:10:01.578366220","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"389","2023-03-09 22:10:01.620761906","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"390","2023-03-09 22:10:01.652132276","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"391","2023-03-09 22:10:01.688940102","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"392","2023-03-09 22:10:01.729451002","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"393","2023-03-09 22:10:01.764133549","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"394","2023-03-09 22:10:01.800520482","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"395","2023-03-09 22:10:01.836106613","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"396","2023-03-09 22:10:01.868771415","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"397","2023-03-09 22:10:01.906850767","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"398","2023-03-09 22:10:01.945541904","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"399","2023-03-09 22:10:01.984424899","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"400","2023-03-09 22:10:02.021835956","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"401","2023-03-09 22:10:02.052401014","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"402","2023-03-09 22:10:02.088444190","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"403","2023-03-09 22:10:02.121042806","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"404","2023-03-09 22:10:02.152284091","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"405","2023-03-09 22:10:02.190041509","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"406","2023-03-09 22:10:02.222243148","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"407","2023-03-09 22:10:02.252795490","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"408","2023-03-09 22:10:02.290665092","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"409","2023-03-09 22:10:02.329418458","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"410","2023-03-09 22:10:02.368748758","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"411","2023-03-09 22:10:02.400840578","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"412","2023-03-09 22:10:02.432335258","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"413","2023-03-09 22:10:02.467579991","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"414","2023-03-09 22:10:02.511007423","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"415","2023-03-09 22:10:02.556239036","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"416","2023-03-09 22:10:02.589152258","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"417","2023-03-09 22:10:02.628974614","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"418","2023-03-09 22:10:02.661367873","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"419","2023-03-09 22:10:02.700962103","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"420","2023-03-09 22:10:02.737756371","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"421","2023-03-09 22:10:02.768846713","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"422","2023-03-09 22:10:02.805466270","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"423","2023-03-09 22:10:02.832443038","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"424","2023-03-09 22:10:02.868518428","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"425","2023-03-09 22:10:02.912218441","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"426","2023-03-09 22:10:02.945852409","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"427","2023-03-09 22:10:02.984773467","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"428","2023-03-09 22:10:03.012640193","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"429","2023-03-09 22:10:03.040761832","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"430","2023-03-09 22:10:03.076217318","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"431","2023-03-09 22:10:03.108449486","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"432","2023-03-09 22:10:03.152368640","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"433","2023-03-09 22:10:03.188050002","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"434","2023-03-09 22:10:03.221740109","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"435","2023-03-09 22:10:03.277168694","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"436","2023-03-09 22:10:03.316776872","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"437","2023-03-09 22:10:03.352561023","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"438","2023-03-09 22:10:03.392353945","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"439","2023-03-09 22:10:03.421705831","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"440","2023-03-09 22:10:03.473927156","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"441","2023-03-09 22:10:03.514260697","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"442","2023-03-09 22:10:03.552304721","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"443","2023-03-09 22:10:03.581008898","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"444","2023-03-09 22:10:03.612433411","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"445","2023-03-09 22:10:03.648341460","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"446","2023-03-09 22:10:03.681202735","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"447","2023-03-09 22:10:03.721380815","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"448","2023-03-09 22:10:03.752312393","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"449","2023-03-09 22:10:03.789980567","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"450","2023-03-09 22:10:03.816170076","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"451","2023-03-09 22:10:03.857709574","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"452","2023-03-09 22:10:03.892683239","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"453","2023-03-09 22:10:03.924535361","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"454","2023-03-09 22:10:03.958054703","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"455","2023-03-09 22:10:03.994269774","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"456","2023-03-09 22:10:04.028942235","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"457","2023-03-09 22:10:04.073373975","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"458","2023-03-09 22:10:04.104080152","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"459","2023-03-09 22:10:04.136283458","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"460","2023-03-09 22:10:04.172074543","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"461","2023-03-09 22:10:04.212682890","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"462","2023-03-09 22:10:04.252568083","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"463","2023-03-09 22:10:04.292753239","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"464","2023-03-09 22:10:04.329171666","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"465","2023-03-09 22:10:04.361662280","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"466","2023-03-09 22:10:04.392838069","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"467","2023-03-09 22:10:04.429022526","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"468","2023-03-09 22:10:04.462829340","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"469","2023-03-09 22:10:04.501596305","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"470","2023-03-09 22:10:04.544838629","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"471","2023-03-09 22:10:04.589279860","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"472","2023-03-09 22:10:04.620706452","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"473","2023-03-09 22:10:04.652311941","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"474","2023-03-09 22:10:04.688061313","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"475","2023-03-09 22:10:04.724236134","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"476","2023-03-09 22:10:04.764295118","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"477","2023-03-09 22:10:04.805715613","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"478","2023-03-09 22:10:04.853365318","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"479","2023-03-09 22:10:04.884777964","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"480","2023-03-09 22:10:04.924910419","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"481","2023-03-09 22:10:04.957248807","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"482","2023-03-09 22:10:04.992496846","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"483","2023-03-09 22:10:05.024778625","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"484","2023-03-09 22:10:05.061995038","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"485","2023-03-09 22:10:05.101377586","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"486","2023-03-09 22:10:05.136336186","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"487","2023-03-09 22:10:05.172660820","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"488","2023-03-09 22:10:05.212472275","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"489","2023-03-09 22:10:05.244775265","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"490","2023-03-09 22:10:05.277156075","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"491","2023-03-09 22:10:05.321052571","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"492","2023-03-09 22:10:05.352514205","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"493","2023-03-09 22:10:05.393479152","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"494","2023-03-09 22:10:05.428315261","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"495","2023-03-09 22:10:05.461655476","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"496","2023-03-09 22:10:05.501488924","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"497","2023-03-09 22:10:05.536213442","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"498","2023-03-09 22:10:05.568801814","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"499","2023-03-09 22:10:05.604275184","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"500","2023-03-09 22:10:05.637567222","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"501","2023-03-09 22:10:05.669372970","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"502","2023-03-09 22:10:05.700753572","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"503","2023-03-09 22:10:05.736347221","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"504","2023-03-09 22:10:05.764332674","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"505","2023-03-09 22:10:05.796031953","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"506","2023-03-09 22:10:05.825365705","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"507","2023-03-09 22:10:05.860739727","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"508","2023-03-09 22:10:05.888964398","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"509","2023-03-09 22:10:05.916367062","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"510","2023-03-09 22:10:05.952575250","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"511","2023-03-09 22:10:05.980562527","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"512","2023-03-09 22:10:06.008615593","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"513","2023-03-09 22:10:06.048862798","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"514","2023-03-09 22:10:06.080800453","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"515","2023-03-09 22:10:06.112169907","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"516","2023-03-09 22:10:06.145979443","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"517","2023-03-09 22:10:06.197714158","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"518","2023-03-09 22:10:06.239281852","192.168.1.101","192.168.1.1","DNS","94","Standard query 0x9a1c A engineering.virginia.edu.home.arpa"
"519","2023-03-09 22:10:06.239557592","192.168.1.101","192.168.1.1","DNS","94","Standard query 0x2b18 AAAA engineering.virginia.edu.home.arpa"
"520","2023-03-09 22:10:06.240666842","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"521","2023-03-09 22:10:06.269602002","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"522","2023-03-09 22:10:06.305930163","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"523","2023-03-09 22:10:06.336085354","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"524","2023-03-09 22:10:06.374530856","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"525","2023-03-09 22:10:06.412794118","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"526","2023-03-09 22:10:06.441814566","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"527","2023-03-09 22:10:06.477013319","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"528","2023-03-09 22:10:06.516549549","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"529","2023-03-09 22:10:06.553526738","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"530","2023-03-09 22:10:06.601431656","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"531","2023-03-09 22:10:06.636654291","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"532","2023-03-09 22:10:06.677705650","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"533","2023-03-09 22:10:06.716277414","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"534","2023-03-09 22:10:06.748647213","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"535","2023-03-09 22:10:06.780432298","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"536","2023-03-09 22:10:06.809641605","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"537","2023-03-09 22:10:06.840974987","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
