"No.","Time","Source","Destination","Protocol","Length","Info"
"1","2023-03-09 22:08:56.181713021","192.168.1.101","192.168.1.1","DNS","84","Standard query 0xd60b A engineering.virginia.edu"
"2","2023-03-09 22:08:56.182232092","192.168.1.101","192.168.1.1","DNS","84","Standard query 0x0e0f AAAA engineering.virginia.edu"
"3","2023-03-09 22:08:59.851676016","192.168.1.100","192.168.1.255","BROWSER","286","Local Master Announcement METASPLOITABLE, Workstation, Server, Print Queue Server, Xenix Server, NT Workstation, NT Server, Master Browser"
"4","2023-03-09 22:08:59.852203395","192.168.1.100","192.168.1.255","BROWSER","257","Domain/Workgroup Announcement WORKGROUP, NT Workstation, Domain Enum"
"5","2023-03-09 22:09:01.188195767","192.168.1.101","192.168.1.1","DNS","84","Standard query 0xd60b A engineering.virginia.edu"
"6","2023-03-09 22:09:01.188827233","192.168.1.101","192.168.1.1","DNS","84","Standard query 0x0e0f AAAA engineering.virginia.edu"
"7","2023-03-09 22:09:01.335292074","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","Who has 192.168.1.1? Tell 192.168.1.101"
"8","2023-03-09 22:09:01.337037286","PcsCompu_85:67:f8","PcsCompu_b1:9d:67","ARP","60","192.168.1.1 is at 08:00:27:85:67:f8"
"9","2023-03-09 22:09:06.194573688","192.168.1.101","192.168.1.1","DNS","94","Standard query 0x7741 A engineering.virginia.edu.home.arpa"
"10","2023-03-09 22:09:06.194806541","192.168.1.101","192.168.1.1","DNS","94","Standard query 0x2cbe AAAA engineering.virginia.edu.home.arpa"
"11","2023-03-09 22:09:11.199982264","192.168.1.101","192.168.1.1","DNS","94","Standard query 0x7741 A engineering.virginia.edu.home.arpa"
"12","2023-03-09 22:09:11.200134418","192.168.1.101","192.168.1.1","DNS","94","Standard query 0x2cbe AAAA engineering.virginia.edu.home.arpa"
"13","2023-03-09 22:09:16.203439308","192.168.1.101","192.168.1.1","DNS","84","Standard query 0xae92 A engineering.virginia.edu"
"14","2023-03-09 22:09:16.203550136","192.168.1.101","192.168.1.1","DNS","84","Standard query 0x0a91 AAAA engineering.virginia.edu"
"15","2023-03-09 22:09:21.204892713","192.168.1.101","192.168.1.1","DNS","84","Standard query 0xae92 A engineering.virginia.edu"
"16","2023-03-09 22:09:21.205020654","192.168.1.101","192.168.1.1","DNS","84","Standard query 0x0a91 AAAA engineering.virginia.edu"
"17","2023-03-09 22:09:26.207645675","192.168.1.101","192.168.1.1","DNS","94","Standard query 0xd724 A engineering.virginia.edu.home.arpa"
"18","2023-03-09 22:09:26.208745523","192.168.1.101","192.168.1.1","DNS","94","Standard query 0xc321 AAAA engineering.virginia.edu.home.arpa"
"19","2023-03-09 22:09:30.321543900","fe80::77e9:e795:c650:663f","ff02::1:2","DHCPv6","110","Information-request XID: 0xef71ab CID: 0004a32c96b893f58fb85b775caeeffea81d "
"20","2023-03-09 22:09:31.212424626","192.168.1.101","192.168.1.1","DNS","94","Standard query 0xd724 A engineering.virginia.edu.home.arpa"
"21","2023-03-09 22:09:31.212686404","192.168.1.101","192.168.1.1","DNS","94","Standard query 0xc321 AAAA engineering.virginia.edu.home.arpa"
"22","2023-03-09 22:09:36.215825978","192.168.1.101","192.168.1.1","DNS","84","Standard query 0x0a6d A engineering.virginia.edu"
"23","2023-03-09 22:09:36.216283636","192.168.1.101","192.168.1.1","DNS","84","Standard query 0x016f AAAA engineering.virginia.edu"
"24","2023-03-09 22:09:36.407395481","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","Who has 192.168.1.1? Tell 192.168.1.101"
"25","2023-03-09 22:09:36.409469666","PcsCompu_85:67:f8","PcsCompu_b1:9d:67","ARP","60","192.168.1.1 is at 08:00:27:85:67:f8"
"26","2023-03-09 22:09:41.219211337","192.168.1.101","192.168.1.1","DNS","84","Standard query 0x0a6d A engineering.virginia.edu"
"27","2023-03-09 22:09:41.219662474","192.168.1.101","192.168.1.1","DNS","84","Standard query 0x016f AAAA engineering.virginia.edu"
"28","2023-03-09 22:09:46.223423510","192.168.1.101","192.168.1.1","DNS","94","Standard query 0x817d A engineering.virginia.edu.home.arpa"
"29","2023-03-09 22:09:46.223927352","192.168.1.101","192.168.1.1","DNS","94","Standard query 0xe979 AAAA engineering.virginia.edu.home.arpa"
"30","2023-03-09 22:09:49.344534903","PcsCompu_b1:9d:67","Broadcast","ARP","42","Who has 192.168.1.100? Tell 192.168.1.101"
"31","2023-03-09 22:09:49.345457721","PcsCompu_5d:f7:33","PcsCompu_b1:9d:67","ARP","60","192.168.1.100 is at 08:00:27:5d:f7:33"
"32","2023-03-09 22:09:49.384401907","PcsCompu_b1:9d:67","Broadcast","ARP","42","Who has 192.168.1.1? Tell 192.168.1.101"
"33","2023-03-09 22:09:49.385355536","PcsCompu_85:67:f8","PcsCompu_b1:9d:67","ARP","60","192.168.1.1 is at 08:00:27:85:67:f8"
"34","2023-03-09 22:09:49.427285984","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"35","2023-03-09 22:09:49.457372539","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"36","2023-03-09 22:09:49.488141286","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"37","2023-03-09 22:09:49.524924006","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"38","2023-03-09 22:09:49.556651973","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"39","2023-03-09 22:09:49.589435924","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"40","2023-03-09 22:09:49.624135332","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"41","2023-03-09 22:09:49.656107114","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"42","2023-03-09 22:09:49.688867350","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"43","2023-03-09 22:09:49.728873900","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"44","2023-03-09 22:09:49.772471673","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"45","2023-03-09 22:09:49.807026177","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"46","2023-03-09 22:09:49.848044777","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"47","2023-03-09 22:09:49.881923625","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"48","2023-03-09 22:09:49.913389438","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"49","2023-03-09 22:09:49.945179954","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"50","2023-03-09 22:09:49.977498078","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"51","2023-03-09 22:09:50.008668076","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"52","2023-03-09 22:09:50.043416926","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"53","2023-03-09 22:09:50.076764519","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"54","2023-03-09 22:09:50.108611988","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"55","2023-03-09 22:09:50.162070025","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"56","2023-03-09 22:09:50.193298751","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"57","2023-03-09 22:09:50.225759410","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"58","2023-03-09 22:09:50.252355110","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"59","2023-03-09 22:09:50.282051919","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"60","2023-03-09 22:09:50.313870868","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"61","2023-03-09 22:09:50.344812568","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"62","2023-03-09 22:09:50.384640846","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"63","2023-03-09 22:09:50.416965542","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"64","2023-03-09 22:09:50.448977997","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"65","2023-03-09 22:09:50.481356151","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"66","2023-03-09 22:09:50.513789625","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"67","2023-03-09 22:09:50.548203393","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"68","2023-03-09 22:09:50.577248363","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"69","2023-03-09 22:09:50.605285517","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"70","2023-03-09 22:09:50.636144745","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"71","2023-03-09 22:09:50.672082084","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"72","2023-03-09 22:09:50.713546017","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"73","2023-03-09 22:09:50.744059649","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"74","2023-03-09 22:09:50.776209692","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"75","2023-03-09 22:09:50.808936857","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"76","2023-03-09 22:09:50.845120966","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"77","2023-03-09 22:09:50.876087836","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"78","2023-03-09 22:09:50.913727315","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"79","2023-03-09 22:09:50.954795471","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"80","2023-03-09 22:09:50.980598555","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"81","2023-03-09 22:09:51.017241563","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"82","2023-03-09 22:09:51.049239694","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"83","2023-03-09 22:09:51.076230274","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"84","2023-03-09 22:09:51.108038614","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"85","2023-03-09 22:09:51.152205943","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"86","2023-03-09 22:09:51.192272030","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"87","2023-03-09 22:09:51.227210736","192.168.1.101","192.168.1.1","DNS","94","Standard query 0x817d A engineering.virginia.edu.home.arpa"
"88","2023-03-09 22:09:51.227490757","192.168.1.101","192.168.1.1","DNS","94","Standard query 0xe979 AAAA engineering.virginia.edu.home.arpa"
"89","2023-03-09 22:09:51.228984550","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"90","2023-03-09 22:09:51.260172572","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"91","2023-03-09 22:09:51.293280318","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"92","2023-03-09 22:09:51.324538350","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"93","2023-03-09 22:09:51.356605940","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"94","2023-03-09 22:09:51.389158958","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"95","2023-03-09 22:09:51.421161625","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"96","2023-03-09 22:09:51.452257808","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"97","2023-03-09 22:09:51.484637318","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"98","2023-03-09 22:09:51.525437952","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"99","2023-03-09 22:09:51.556599671","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"100","2023-03-09 22:09:51.604796495","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"101","2023-03-09 22:09:51.636098801","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"102","2023-03-09 22:09:51.683291372","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"103","2023-03-09 22:09:51.721880026","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"104","2023-03-09 22:09:51.753079982","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"105","2023-03-09 22:09:51.789727046","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"106","2023-03-09 22:09:51.834990633","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"107","2023-03-09 22:09:51.865624955","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"108","2023-03-09 22:09:51.898114415","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"109","2023-03-09 22:09:51.929531159","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"110","2023-03-09 22:09:51.954261372","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"111","2023-03-09 22:09:51.989597990","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"112","2023-03-09 22:09:52.017285078","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"113","2023-03-09 22:09:52.048017724","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"114","2023-03-09 22:09:52.073317215","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"115","2023-03-09 22:09:52.106391046","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"116","2023-03-09 22:09:52.141259151","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"117","2023-03-09 22:09:52.188595147","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"118","2023-03-09 22:09:52.216362819","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"119","2023-03-09 22:09:52.252437959","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"120","2023-03-09 22:09:52.284630305","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"121","2023-03-09 22:09:52.316910678","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"122","2023-03-09 22:09:52.344306757","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"123","2023-03-09 22:09:52.376484627","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"124","2023-03-09 22:09:52.408826457","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"125","2023-03-09 22:09:52.444558696","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"126","2023-03-09 22:09:52.472116917","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"127","2023-03-09 22:09:52.500710766","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"128","2023-03-09 22:09:52.528284364","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"129","2023-03-09 22:09:52.560340684","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"130","2023-03-09 22:09:52.597423249","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"131","2023-03-09 22:09:52.624750073","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"132","2023-03-09 22:09:52.656092406","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"133","2023-03-09 22:09:52.684366004","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"134","2023-03-09 22:09:52.720872551","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"135","2023-03-09 22:09:52.757927463","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"136","2023-03-09 22:09:52.797278864","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"137","2023-03-09 22:09:52.838772477","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"138","2023-03-09 22:09:52.872974825","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"139","2023-03-09 22:09:52.913169049","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"140","2023-03-09 22:09:52.948798912","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"141","2023-03-09 22:09:52.976787486","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"142","2023-03-09 22:09:53.016016220","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"143","2023-03-09 22:09:53.079550074","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"144","2023-03-09 22:09:53.116538372","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"145","2023-03-09 22:09:53.152011103","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"146","2023-03-09 22:09:53.192580822","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"147","2023-03-09 22:09:53.233298260","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"148","2023-03-09 22:09:53.282786486","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"149","2023-03-09 22:09:53.336157592","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"150","2023-03-09 22:09:53.373229609","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"151","2023-03-09 22:09:53.414512829","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"152","2023-03-09 22:09:53.448374810","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"153","2023-03-09 22:09:53.480819725","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"154","2023-03-09 22:09:53.513347178","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"155","2023-03-09 22:09:53.552814560","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"156","2023-03-09 22:09:53.585386034","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"157","2023-03-09 22:09:53.626755550","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"158","2023-03-09 22:09:53.664114687","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"159","2023-03-09 22:09:53.697509702","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"160","2023-03-09 22:09:53.724779212","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"161","2023-03-09 22:09:53.764776450","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"162","2023-03-09 22:09:53.806157111","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"163","2023-03-09 22:09:53.843227490","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"164","2023-03-09 22:09:53.880640431","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"165","2023-03-09 22:09:53.910210745","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"166","2023-03-09 22:09:53.952457200","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"167","2023-03-09 22:09:53.998941316","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"168","2023-03-09 22:09:54.044451040","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"169","2023-03-09 22:09:54.088361357","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"170","2023-03-09 22:09:54.120919319","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"171","2023-03-09 22:09:54.156661145","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"172","2023-03-09 22:09:54.192388055","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
"173","2023-03-09 22:09:54.224722415","PcsCompu_b1:9d:67","PcsCompu_85:67:f8","ARP","42","192.168.1.100 is at 08:00:27:b1:9d:67"
"174","2023-03-09 22:09:54.256877184","PcsCompu_b1:9d:67","PcsCompu_5d:f7:33","ARP","42","192.168.1.1 is at 08:00:27:b1:9d:67"
